,titulos,empresa,todas_salario,todos_local,url,job_description,paragrafos,Cidade,Estado
213,Consultant - Analista de Dados Jr - Presencial,PROVIDER IT - BUSINESS SOLUTIONS,,Rio de Janeiro - RJ (1),https://www.catho.com.br/vagas/consultant-analista-de-dados-jr-presencial/24315576/?origem_apply=busca-de-vagas&entrada_apply=direto,"Perfil:
Analista de Dados Jr

Modelo:
Presencial - Rio de janeiro Centro

Objetivo:
Ter sucesso na coleta, análise e interpretação de dados para suporte a tomada de
decisões.

Habilidades:
Capacidade de comunicar resultados de análises para diferentes públicos
Habilidade de avaliar e analisar dados de maneira objetiva, identificando insights
e tendências relevantes
Capacidade de abordar desafios analíticos e encontrar soluções
Ser capaz de colaborar com colegas de diferentes áreas
Habilidade de priorizar tarefas e cumprir prazos

Fundamental:
Excel avançado
Conhecimento em bancos de dados relacionais e não relacionais para armazenamento e
recuperação de dados
Compreensão de conceitos estatísticos, incluindo regressão, probabilidade e testes
de hipóteses
Vivência em ferramentas como Tableau e Power BI, para criar visualizações de dados
Algum conhecimento em linguagens de programação para manipulação e análise de
dados. Prioritariamente SAS, mas Python, R ou SQL são importantes

Formação:
Atuária, Estatística, Matemática, Engenharia, Economia",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Rio de Janeiro , RJ 
214,Pessoa Analista de Dados Pleno - Telecomunicações,BIP - BUSINESS INTEGRATION PARTNERS DO BRASIL,,São Paulo - SP (1),https://www.catho.com.br/vagas/pessoa-analista-de-dados-pleno-telecomunicacoes/24278605/?origem_apply=busca-de-vagas&entrada_apply=direto,"Estamos em busca de uma pessoa analista de dados Júnior/Pleno com interesse em
Process Mining para se juntar à nossa equipe. Esta posição oferece a oportunidade
de desenvolver suas habilidades em análise de dados, preparação de dados em
Python, uso de ferramentas de BI e aprimoramento da expertise em Process Mining.
Se você é uma pessoa dedicada, apaixonada por dados e deseja crescer em um
ambiente desafiador, esta vaga é para você.

Informações adicionais:

Principais atividades:Utilizar suas habilidades em Process Mining para auxiliar na análise e otimização de processos empresariais.Realizar tarefas de preparação de dados em Python, incluindo limpeza, transformação e integração de dados de várias fontes.Colaborar com as equipes internas para compreender requisitos de dados e contribuir com soluções analíticas relevantes.Utilizar ferramentas de BI para criar relatórios e painéis interativos que apresentem insights valiosos.Auxiliar em análises de dados para identificar tendências e padrões.Participar do manuseio de conjuntos de dados grandes e complexos (Big Data) para extrair informações úteis.Auxiliar na integração do Celonis com sistemas fontes, com foco inicial em plataformas como SAP e Google Cloud Platform (GCP).Apoiar no desenvolvimento de pipelines de dados para extrair e manipular informações dentro da plataforma Celonis. CONHEÇA NOSSOS BENEFÍCIOSAlguns dos nossos benefícios são flexíveis para que você possa distribuí-los de acordo com suas necessidades, interesses e momento de vida. São eles:

All Points (Programa de pontos para passagens áreas e hospedagens);Assistência Médica;Assistência Odontológica;Seguro de vida;Convênio para Pet;Mobilidade (incluindo opção de combustível e Uber, 99);Reembolso Flex (óculos, vacinas, educação, shows e outros);Vale Refeição e/ou Vale Alimentação. Outros benefícios:

Birthday off;Gympass;Consultoria financeira e empréstimo facilitado;Clube Alelo com diversos descontos em lojas e farmácias;Licença Maternidade de 180 dias;Licença Paternidade de 30 dias;Auxílio creche no primeiro ano do bebê;Vale Transporte conforme a demanda do projeto ou área;Programa de bônus anual;Comissionamento por indicação de novos clientes. PROGRAMAS DE DESENVOLVIMENTO Um dos pontos fortes de ser Biper é que ousamos em pensar como empreendedores e moldamos nosso futuro com nossa capacidade de pensar minuciosamente e agir com três passos à frente, pavimentando o caminho para o futuro que nossos clientes querem viver.E para isso, precisamos estar constantemente aprendendo e reaprendendo, somos #LifeLongLearning.Na BIP temos programas consolidados a nível Global e nacional para que você tenha uma jornada de desenvolvimento, crescimento e liberdade para você conquistar o que sonha. Aqui você é o protagonista da sua carreira!Vamos juntos nessa? Confere os principais programas que a BIP pode te oferecer para você chegar aonde deseja:Um centro de CAPACITAÇÃO e FORMAÇÃO Global com os conteúdos e cursos mais atualizados do mercado;Flex Time - um momento da sua semana dedicado para o seu desenvolvimento;Programas de mentoria com Líderes referências em sua atuação;Avaliação de Desempenho semestral;Cultura de Feedback e 1:1 recorrentes com sua liderança e time;Acompanhamento de um Plano de Desenvolvimento personalizado pra você e com seus objetivos;Darwin - Programa global de formação de jovens talentos, para desenvolver soft e hard skills;Grounding Um programa Global de formação para os profissionais recém contratados em todo o mundo que estão no começo da carreira de consultoria;Induction - Onboarding Internacional conduzido por Heads de RH e negócio para os novos entrantes da Bip de todos os países para promover nossa cultura, valores, proposito e apresentar nossos programas de iniciativa Global. Spinnaker:

Treinamento focado em aprimorar habilidades estratégicas de Gerentes e Gerentes Seniores, apoiando e facilitando o desenvolvimento de negócios dentro de um ecossistema complexo. Formação:Superior completo, porém todos os cursos são bem-vindos!Competências esperadas:Interesse e disposição para aprender e desenvolver habilidades em Process Mining.Conhecimentos básicos em programação em Python para tarefas de preparação e análise de dados.Vontade de adquirir experiência em ferramentas de Business Intelligence, como Tableau, Power BI ou similares.Capacidade de analisar dados com atenção aos detalhes.Curiosidade e disposição para lidar com dados complexos.Boas habilidades de comunicação e vontade de trabalhar em equipe.Capacidade de resolver problemas de forma colaborativa. Competências desejáveis:Familiaridade com conceitos de Process Mining.Experiência anterior na criação de pipelines de dados.Conhecimento em outras plataformas de Cloud Computing, como AWS e Azure. CONHEÇA NOSSOS BENEFÍCIOSAlguns dos nossos benefícios são flexíveis para que você possa distribuí-los de acordo com suas necessidades, interesses e momento de vida. São eles:

All Points (Programa de pontos para passagens áreas e hospedagens);Assistência Médica;Assistência Odontológica;Seguro de vida;Convênio para Pet;Mobilidade (incluindo opção de combustível e Uber, 99);Reembolso Flex (óculos, vacinas, educação, shows e outros);Vale Refeição e/ou Vale Alimentação. Outros benefícios:

Birthday off;Gympass;Consultoria financeira e empréstimo facilitado;Clube Alelo com diversos descontos em lojas e farmácias;Licença Maternidade de 180 dias;Licença Paternidade de 30 dias;Auxílio creche no primeiro ano do bebê;Vale Transporte conforme a demanda do projeto ou área;Programa de bônus anual;Comissionamento por indicação de novos clientes. PROGRAMAS DE DESENVOLVIMENTO Um dos pontos fortes de ser Biper é que ousamos em pensar como empreendedores e moldamos nosso futuro com nossa capacidade de pensar minuciosamente e agir com três passos à frente, pavimentando o caminho para o futuro que nossos clientes querem viver.E para isso, precisamos estar constantemente aprendendo e reaprendendo, somos #LifeLongLearning.Na BIP temos programas consolidados a nível Global e nacional para que você tenha uma jornada de desenvolvimento, crescimento e liberdade para você conquistar o que sonha. Aqui você é o protagonista da sua carreira!Vamos juntos nessa? Confere os principais programas que a BIP pode te oferecer para você chegar aonde deseja:Um centro de CAPACITAÇÃO e FORMAÇÃO Global com os conteúdos e cursos mais atualizados do mercado;Flex Time - um momento da sua semana dedicado para o seu desenvolvimento;Programas de mentoria com Líderes referências em sua atuação;Avaliação de Desempenho semestral;Cultura de Feedback e 1:1 recorrentes com sua liderança e time;Acompanhamento de um Plano de Desenvolvimento personalizado pra você e com seus objetivos;Darwin - Programa global de formação de jovens talentos, para desenvolver soft e hard skills;Grounding Um programa Global de formação para os profissionais recém contratados em todo o mundo que estão no começo da carreira de consultoria;Induction - Onboarding Internacional conduzido por Heads de RH e negócio para os novos entrantes da Bip de todos os países para promover nossa cultura, valores, proposito e apresentar nossos programas de iniciativa Global. Spinnaker:
Treinamento focado em aprimorar habilidades estratégicas de Gerentes e Gerentes
Seniores, apoiando e facilitando o desenvolvimento de negócios dentro de um
ecossistema complexo.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
215,Analista de Dados Júnior (vaga afirmativa para talentos diversos),MEMED,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-junior-vaga-afirmativa-para-talentos-diversos/24282715/?origem_apply=busca-de-vagas&entrada_apply=direto,"Na Memed, estamos revolucionando a forma como médicos e pacientes interagem entre
si. Armazenamos terabytes de dados de utilização da nossa plataforma para nos
guiar em nossas decisões e melhorar nossos produtos, e você pode nos ajudar com
isso. Como Analista de Dados de Produto, você será uma peça fundamental em nossa
organização, trabalhando próximo aos times de negócio, produto e engenharia,
provendo insights e recomendações para os tomadores de decisão. Será parte do seu
dia atuar junto do gerente de produto e/ou demais stakeholders, validar hipóteses,
auxiliar na priorização de iniciativas e aferir seus resultados, bem como mapear
KPIs e automatizar seu acompanhamento, provendo autonomia aos times. Estamos em
busca de uma pessoa com opinião e bagagem técnica, capaz de tomar a frente da nova
fase da cultura Data Driven da Memed.Vaga afirmativa para Pessoas Pretas,
Mulheres, LGBTQIA+ e/ou PCD.

Informações adicionais:
Você está confortável em se comunicar com pessoas que possuem diferentes
habilidades e áreas de conhecimento;Você tem facilidade em trabalhar de forma
colaborativa e possui espírito de equipe;Você é curioso e se motiva ao resolver
problemas de forma criativa;Você entende como entregamos valor aos nossos usuários
e busca formas de entregarmos cada vez mais. Oferecemos uma lista completa de
benefícios, incluindo:Plano de carreira em linha com as melhores práticas de
mercado;Ciclos Avaliação de Performance com a metodologia 360;Opção Home Office;No
dress code - o importante é você se sentir bem e ser quem é!;Focamos em apoiar a
saúde mental dos Memeders através de nosso benefícios com o ZenKlub, uma
plataforma de psicólogos;Plano de Saúde;Plano Odontológico;Horário flexível;VR/VA
aceito em qualquer restaurante/supermercado;Auxílio Home Office;Auxílio Creche;Day
off no seu aniversário;Seguro de VidaGympassOya e Bloom Care+ Parcerias Perfil
analítico e capacidade de resolução de problemas;Habilidades de comunicação e data
storytelling;Experiência em análise de dados e gestão de KPIs;Conhecimento de SQL
para extração e análise de dados;Experiência com ferramentas de visualização de
dados como Tableau, Quicksight ou similares;Conhecimento em Python ou similares
para extração e análise de dados é um diferencial; Oferecemos uma lista completa
de benefícios, incluindo:Plano de carreira em linha com as melhores práticas de
mercado;Ciclos Avaliação de Performance com a metodologia 360;Opção Home Office;No
dress code - o importante é você se sentir bem e ser quem é!;Focamos em apoiar a
saúde mental dos Memeders através de nosso benefícios com o ZenKlub, uma
plataforma de psicólogos;Plano de Saúde;Plano Odontológico;Horário flexível;VR/VA
aceito em qualquer restaurante/supermercado;Auxílio Home Office;Auxílio Creche;Day
off no seu aniversário;Seguro de VidaGympassOya e Bloom Care+ Parcerias",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
216,Analista de Dados Pleno em São Paulo - SP,TRAMASSO IDH,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-pleno-em-sao-paulo-sp/24211002/?origem_apply=busca-de-vagas&entrada_apply=direto,"Cód. da vaga:
1167Analista de Dados Pleno em São Paulo - SP
Publicado há 89 dias
- Irá estruturar e organizar as informações coletando dados internos e externos;
- Irá tratar dados;
- Construir apresentações e relatórios em Power BI com visualizações em
dashboards;
- Realizará automatização de planilhas existentes, sugerindo melhorias que
otimizem os processos
- Criar ferramentas de inteligência voltada para a área de negócios/comercial;
- Irá realizar monitoramento de indicadores que facilitem a tomada de decisões;
- Estabelecer conexões com demais áreas.
Cargo:Analista de Dados Pleno
Tipo de Contrato:CLT (Efetivo)
Número de vagas:1
Requisitos

Escolaridade mínima:
- Graduação em Tecnologia da Informação ou em áreas correlatas - Concluído -
Obrigatório

Informática:
- Excel - Avançado - Obrigatório
- Python - Avançado - Obrigatório
- Power BI - Avançado - Obrigatório
- SQL - Avançado - Obrigatório

Experiências e qualificações:
- Imprescindível possuir experiência com linguagens de programação de análise de
dados (R, Python e SQL);
- Necessário possuir experiência com Power BI, SQL;
- Excel Avançado;
- Vivência em análise de estatística;
- Conhecimento de técnicas de mineração de dados;
Sobre a empresa
Confidencial
Candidate-se para esta vaga
compartilhe esta vaga
Link para a vaga - Imprescindível possuir experiência com linguagens de programação de análise de dados (R, Python e SQL);
- Necessário possuir experiência com Power BI, SQL;
- Excel Avançado;
- Vivência em análise de estatística;
- Conhecimento de técnicas de mineração de dados;
Sobre a empresa
Confidencial
Candidate-se para esta vaga
compartilhe esta vaga
Link para a vaga",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
217,Pessoa Analista de Dados Pleno - Telecomunicações,BIP - BUSINESS INTEGRATION PARTNERS DO BRASIL,,São Paulo - SP (1),https://www.catho.com.br/vagas/pessoa-analista-de-dados-pleno-telecomunicacoes/24201350/?origem_apply=busca-de-vagas&entrada_apply=direto,"Estamos em busca de uma pessoa analista de dados Júnior/Pleno com interesse em
Process Mining para se juntar à nossa equipe. Esta posição oferece a oportunidade
de desenvolver suas habilidades em análise de dados, preparação de dados em
Python, uso de ferramentas de BI e aprimoramento da expertise em Process Mining.
Se você é uma pessoa dedicada, apaixonada por dados e deseja crescer em um
ambiente desafiador, esta vaga é para você.","Informações adicionais: Principais atividades:Utilizar suas habilidades em Process Mining para auxiliar na análise e otimização de processos empresariais.Realizar tarefas de preparação de dados em Python, incluindo limpeza, transformação e integração de dados de várias fontes.Colaborar com as equipes internas para compreender requisitos de dados e contribuir com soluções analíticas relevantes.Utilizar ferramentas de BI para criar relatórios e painéis interativos que apresentem insights valiosos.Auxiliar em análises de dados para identificar tendências e padrões.Participar do manuseio de conjuntos de dados grandes e complexos (Big Data) para extrair informações úteis.Auxiliar na integração do Celonis com sistemas fontes, com foco inicial em plataformas como SAP e Google Cloud Platform (GCP).Apoiar no desenvolvimento de pipelines de dados para extrair e manipular informações dentro da plataforma Celonis. CONHEÇA NOSSOS BENEFÍCIOSAlguns dos nossos benefícios são flexíveis para que você possa distribuí-los de acordo com suas necessidades, interesses e momento de vida. São eles: All Points (Programa de pontos para passagens áreas e hospedagens);Assistência Médica;Assistência Odontológica;Seguro de vida;Convênio para Pet;Mobilidade (incluindo opção de combustível e Uber, 99);Reembolso Flex (óculos, vacinas, educação, shows e outros);Vale Refeição e/ou Vale Alimentação. Outros benefícios: Birthday off;Gympass;Consultoria financeira e empréstimo facilitado;Clube Alelo com diversos descontos em lojas e farmácias;Licença Maternidade de 180 dias;Licença Paternidade de 30 dias;Auxílio creche no primeiro ano do bebê;Vale Transporte conforme a demanda do projeto ou área;Programa de bônus anual;Comissionamento por indicação de novos clientes. PROGRAMAS DE DESENVOLVIMENTO Um dos pontos fortes de ser Biper é que ousamos em pensar como empreendedores e moldamos nosso futuro com nossa capacidade de pensar minuciosamente e agir com três passos à frente, pavimentando o caminho para o futuro que nossos clientes querem viver.E para isso, precisamos estar constantemente aprendendo e reaprendendo, somos #LifeLongLearning.Na BIP temos programas consolidados a nível Global e nacional para que você tenha uma jornada de desenvolvimento, crescimento e liberdade para você conquistar o que sonha. Aqui você é o protagonista da sua carreira!Vamos juntos nessa? Confere os principais programas que a BIP pode te oferecer para você chegar aonde deseja:Um centro de CAPACITAÇÃO e FORMAÇÃO Global com os conteúdos e cursos mais atualizados do mercado;Flex Time - um momento da sua semana dedicado para o seu desenvolvimento;Programas de mentoria com Líderes referências em sua atuação;Avaliação de Desempenho semestral;Cultura de Feedback e 1:1 recorrentes com sua liderança e time;Acompanhamento de um Plano de Desenvolvimento personalizado pra você e com seus objetivos;Darwin - Programa global de formação de jovens talentos, para desenvolver soft e hard skills;Grounding Um programa Global de formação para os profissionais recém contratados em todo o mundo que estão no começo da carreira de consultoria;Induction - Onboarding Internacional conduzido por Heads de RH e negócio para os novos entrantes da Bip de todos os países para promover nossa cultura, valores, proposito e apresentar nossos programas de iniciativa Global. Spinnaker: Treinamento focado em aprimorar habilidades estratégicas de Gerentes e Gerentes Seniores, apoiando e facilitando o desenvolvimento de negócios dentro de um ecossistema complexo. Formação:Superior completo, porém todos os cursos são bem-vindos!Competências esperadas:Interesse e disposição para aprender e desenvolver habilidades em Process Mining.Conhecimentos básicos em programação em Python para tarefas de preparação e análise de dados.Vontade de adquirir experiência em ferramentas de Business Intelligence, como Tableau, Power BI ou similares.Capacidade de analisar dados com atenção aos detalhes.Curiosidade e disposição para lidar com dados complexos.Boas habilidades de comunicação e vontade de trabalhar em equipe.Capacidade de resolver problemas de forma colaborativa. Competências desejáveis:Familiaridade com conceitos de Process Mining.Experiência anterior na criação de pipelines de dados.Conhecimento em outras plataformas de Cloud Computing, como AWS e Azure. CONHEÇA NOSSOS BENEFÍCIOSAlguns dos nossos benefícios são flexíveis para que você possa distribuí-los de acordo com suas necessidades, interesses e momento de vida. São eles: All Points (Programa de pontos para passagens áreas e hospedagens);Assistência Médica;Assistência Odontológica;Seguro de vida;Convênio para Pet;Mobilidade (incluindo opção de combustível e Uber, 99);Reembolso Flex (óculos, vacinas, educação, shows e outros);Vale Refeição e/ou Vale Alimentação. Outros benefícios: Birthday off;Gympass;Consultoria financeira e empréstimo facilitado;Clube Alelo com diversos descontos em lojas e farmácias;Licença Maternidade de 180 dias;Licença Paternidade de 30 dias;Auxílio creche no primeiro ano do bebê;Vale Transporte conforme a demanda do projeto ou área;Programa de bônus anual;Comissionamento por indicação de novos clientes. PROGRAMAS DE DESENVOLVIMENTO Um dos pontos fortes de ser Biper é que ousamos em pensar como empreendedores e moldamos nosso futuro com nossa capacidade de pensar minuciosamente e agir com três passos à frente, pavimentando o caminho para o futuro que nossos clientes querem viver.E para isso, precisamos estar constantemente aprendendo e reaprendendo, somos #LifeLongLearning.Na BIP temos programas consolidados a nível Global e nacional para que você tenha uma jornada de desenvolvimento, crescimento e liberdade para você conquistar o que sonha. Aqui você é o protagonista da sua carreira!Vamos juntos nessa? Confere os principais programas que a BIP pode te oferecer para você chegar aonde deseja:Um centro de CAPACITAÇÃO e FORMAÇÃO Global com os conteúdos e cursos mais atualizados do mercado;Flex Time - um momento da sua semana dedicado para o seu desenvolvimento;Programas de mentoria com Líderes referências em sua atuação;Avaliação de Desempenho semestral;Cultura de Feedback e 1:1 recorrentes com sua liderança e time;Acompanhamento de um Plano de Desenvolvimento personalizado pra você e com seus objetivos;Darwin - Programa global de formação de jovens talentos, para desenvolver soft e hard skills;Grounding Um programa Global de formação para os profissionais recém contratados em todo o mundo que estão no começo da carreira de consultoria;Induction - Onboarding Internacional conduzido por Heads de RH e negócio para os novos entrantes da Bip de todos os países para promover nossa cultura, valores, proposito e apresentar nossos programas de iniciativa Global. Spinnaker: Treinamento focado em aprimorar habilidades estratégicas de Gerentes e Gerentes Seniores, apoiando e facilitando o desenvolvimento de negócios dentro de um ecossistema complexo. Cadastre-se gratuitamente para ver mais informações da empresa.  ",São Paulo , SP 
218,ANALISTA DE DADOS JUNIOR - SUPERIOR COMPLETO,PROCURANDO EMPREGO,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-junior-superior-completo/24180603/?origem_apply=busca-de-vagas&entrada_apply=direto,"ANALISTA FINANCEIRO PLENO - SUPERIOR COMPLETO
São Paulo / SP

Requisitos:
Possui experiência com gestão de caixa e fluxos financeiros; É graduado em
Administração, Economia, Ciências Contábeis ou Engenharia;

ID:
449687 Possui experiência com gestão de caixa e fluxos financeiros; É graduado em Administração, Economia, Ciências Contábeis ou Engenharia;",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
219,Analista de Dados - Vaga Afirmativa para Pessoas com Deficiência,EMPREGARA,1000.0,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-vaga-afirmativa-para-pessoas-com-deficiencia/24112692/?origem_apply=busca-de-vagas&entrada_apply=direto,"Analista de Dados - Vaga Afirmativa para Pessoas com Deficiência na BTG Pactual São Paulo Esperamos de você:

Curso superior completo ou cursando, preferencialmente em Sistemas de Informação, Análise de Sistemas, Ciência da Computação, Engenharia da Computação e área relacionadas; Boa comunicação, relacionamento interpessoal e trabalho em equipe; Criatividade para propor e investigar soluções; Flexibilidade e aderência a ambientes dinâmicos; Vontade de crescer, trabalhar em ambiente de alta pressão. Conhecimentos técnicos:

Lógica tabular (SQL preferencialmente); Lógica de programação (Python preferencialmente). Estrutura AWS:

PySpark, EMR, S3, Glue, EC2, Redshift, Athena; Ferramentas de Data Visual:
PowerBI, Tableau, Metabase.

Diferencial:

Conhecimentos de negócios:

Mercado de crédito (SCR Bacen, birôs, IEPTB, PDD, prejuízo);Área de crédito (política, modelagem) ou de cobrança (recuperação, segmentação de clientes); Remuneração e Benefícios:
Salário. Participação nos Lucros e Resultados (PLR). Auxílio Alimentação e
Refeição.
Seguro Saúde e Odontológico. Auxílio Creche/Babá. Vale Transporte.
Gympass. Programa de Apoio Pessoal (EAP). Planos por adesão como Previdência
Privada e Seguro de Vida.
Candidatar-se a essa vaga de emprego
Obrigatório var EMAIL_ADDRESS_VALIDATOR_URL =
'https://email-address-validator.us.greenhouse.io/address/validate'; Primeiro nome
Sobrenome
E-mail
Telefone
Currículo

Solte os arquivos aqui (File types:
pdf, doc, docx, txt, rtf) When autocomplete results are available use up and down
arrows to review Nome da escola
Selecione um Nome da escola Nome da escola
Nome da escola
Grau
Selecione um Grau Grau
Grau
Disciplina
Selecione um Disciplina Disciplina
Disciplina
Data de término * + Add another education Linkedin Empresa atual ou anterior
Possui parentesco com algum funcionário do BTG Pactual?

Favor selecionar Caso sim para a pergunta anterior, indique o grau de parentesco Favor selecionar Indique também o nome do parente em questão:
Como ficou sabendo da oportunidade?
Favor selecionar Caso seja via ""Feira de Carreiras/Eventos"", indique qual Gênero
Favor selecionar Identidade de Gênero - opcional
Favor selecionar Orientação Sexual Afetiva - opcional
Favor selecionar Você se identificia com qual raça?
Favor selecionar Você tem algum tipo de deficiência?
Favor selecionar Você tem limitações funcionais para as atividades do cotidiano,
bem como uso de órteses, próteses e recursos?
Favor selecionar Você tem o laudo médico caracterizando a deficiência ou limitação
do órgão?

Anexe aqui Solte os arquivos aqui (File types:
pdf, doc, docx, txt, rtf) Descreva seu atual pacote salarial (incluindo valor de
salário, benefícios, participação nos lucros e remuneração variável/ bônus, se
aplicável).
Você e/ou seu responsável legal concorda em compartilhar as informações inseridas
acima?
Seus dados serão usados apenas para avaliação em processos seletivos e bancos de
talentos de empresas do grupo BTG Pactual Brasil, de acordo com a Política de
Privacidade.
Favor selecionar Nome da escola
Grau
Disciplina
Data de término *",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
220,Analista de Dados Alteryx Sênior (Remoto),EMPREGARA,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-alteryx-senior-remoto/24111107/?origem_apply=busca-de-vagas&entrada_apply=direto,"Esta é uma vaga de um cliente da GeekHunter, candidate-se para ter acesso às
informações completas sobre a empresa. Somos a maior multinacional brasileira e
estamos entre as 100 maiores empresas de TI do mundo. Estamos presentes em 41
países com +30k colaboradores.
Temos como principal objetivo auxiliar os clientes a encontrar, por meio de
soluções personalizadas, a maneira ideal para alcançar seus desafios,
impulsionando a inovação digital. E queremos mais! RESPONSABILIDADES E
ATRIBUIÇÕESO que esperamos que você realize:Responsável por utilizar e aprimorar a
plataforma Alteryx para desenvolver soluções de análise de dados, automação de
processos e criação de fluxos de trabalho eficientes.
Requisitos essenciais:Conhecimento em Nível SR em AlteryxConhecimento em banco de
dadosInglês Avançado/ Fluente MandatórioDisponibilidade para atuação das 13 as 22h
( remoto)Diferenciais:Conhecimento em Linux / Unix Habilidades Obrigatórias
Alteryx Habilidades Desejáveis A vaga aceita trabalho remoto? Sim",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
221,Analista de dados Jr - Cajamar SP,EMPREGARA,,Cajamar - SP (1),https://www.catho.com.br/vagas/analista-de-dados-jr-cajamar-sp/24116695/?origem_apply=busca-de-vagas&entrada_apply=direto,"Superior completo, preferencialmente na área de exatas. Ter atuado com analise de dados. NECESSÁRIO ter atuado com Google BigQuery.Residir em Cajamar SP ou ter fácil acesso Disponibilidade de horario / escalaLocal de trabalho:

Cajamar, SPRegime de contratação de tipo:

Efetivo  CLTJornada:

Parcial noitesÁrea e especialização profissional:

Logística - LogísticaNível hierárquico:
Analista",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Cajamar , SP 
222,Pessoa Analista de Dados - Rapid Progression,GRABS,,Caxias do Sul - RS (1),https://www.catho.com.br/vagas/pessoa-analista-de-dados-rapid-progression/24114247/?origem_apply=busca-de-vagas&entrada_apply=direto,"We are hiring a motivated Pessoa Analista de Dados to join our fast-paced team at
FEEL GESTÃO ESTRATÉGICA in Caxias do Sul, RS.
Growing your career as a Full Time Pessoa Analista de Dados is an incredible
opportunity to develop fundamental skills.
If you are strong in attention to detail, teamwork and have the right
determination for the job, then apply for the position of Pessoa Analista de Dados
at FEEL GESTÃO ESTRATÉGICA today!

Pessoa Analista de Dados para atuar em uma empresa no ramo de fabricação de vinhos artesanais. Sobre as responsabilidades deste profissional, Desenvolver e apoiar os times na mensuração de resultados, identificando oportunidades, tendências e padrões em conjuntos de dados, Elaborar estudos de cenário e diagnóstico do negócio, Construção técnica no desenvolvimento e monitoramento dos principais indicadores de performance da organização (KPIs), Se comunicar com as pessoas do seu time e dos demais times de forma a promover uma cultura analítica, Desenvolver relatórios diversos através de ferramentas como PowerBI, Conhecimentos/ experiências desejadas para este profissional, Experiência com PowerBI ou Tableau, Desenvolvimento em ferramentas analíticas e de visualização, Construção de consultas à bancos de dados relacionais e não relacionais, Conhecimentos em Data Storytelling, Conhecimentos em Estatística descritiva, Utilizar SQL para manipular e extrair insights de conjuntos de dados complexos, Conhecimentos de Google Analytics e Google Tag Manager, Conhecimentos em Javascript, Conhecimentos com BigQuery (desejável). Soft skills que serão valorizadas, Visão Sistêmica, Boa comunicação, Trabalho em equipe. Você quer se desenvolver como Pessoa Analista de Dados em grandes projetos? Então esperamos a sua aplicação nesta vaga. Beneficios:

Formação Acadêmica:

Não informado Experiência:

Salário:

A combinar Cargo:

Analista de Dados Empresa:

FEEL GESTÃO ESTRATÉGICA Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica Ramo:
Recursos Humanos/ Recrutamento e seleção

Benefits of working as a Pessoa Analista de Dados in Caxias do Sul, RS:
Ï Excellent benefits
Ï Rapid Progression
Ï Generous Compensation",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Caxias do Sul , RS 
223,Pessoa Analista de Dados Pleno - Telecomunicações,BIP - BUSINESS INTEGRATION PARTNERS DO BRASIL,,São Paulo - SP (1),https://www.catho.com.br/vagas/pessoa-analista-de-dados-pleno-telecomunicacoes/24100054/?origem_apply=busca-de-vagas&entrada_apply=direto,"Estamos em busca de pessoas analistas de dados no nível pleno para ter atuação em
um grande cliente de telecomunicações, no acompanhamento e desenvolvimento de
processos de ETL. Essa pessoa fará parte do time xTech aqui da Bip Brasil! Deixa a
gente te contar um pouco mais sobre a xTech:A xTech é nosso Centro de Excelência
em Ciência de Dados e Tecnologia. Somos mais de 600 pessoas entre cientistas de
dados, engenheiros, analistas de dados, especialistas em soluções e arquitetos.
Hoje a xTech é a maior comunidade de cientistas de dados da Itália, sendo portanto
uma das maiores da Europa. No Brasil, já somos mais de 50 Bipers focados na
disciplina de dados (e crescendo). Somos parceiros da Microsoft e Google. Atuamos
com os principais frameworks e provedores de serviços em cloud, como Azure, AWS e
GCP.Local de Trabalho:Estamos em home office por tempo indeterminado. Período de
Trabalho:Em regra, o trabalho será de segunda à sexta-feira, mas eventualmente
poderão ser exigidos trabalhos em finais de semana e/ou feriados.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
